ENGINE,SIZE,MODEL,PREFIX,QUERY,BROKEN,TIME_AVG,TIME_STD
blazegraph,3k,prop_number,blazegraph-3k-prop_number.prop_number,8,0,31.20,5.78
blazegraph,500,prop_number,blazegraph-500k-prop_number.prop_number,8,0,31.70,5.24
blazegraph,5k,prop_number,blazegraph-5k-prop_number.prop_number,8,0,32.40,3.88
blazegraph,10k,prop_number,blazegraph-10k-prop_number.prop_number,9,0,613.50,13.83
blazegraph,1k,prop_number,blazegraph-1k-prop_number.prop_number,9,0,124.50,11.56
blazegraph,2k,prop_number,blazegraph-2k-prop_number.prop_number,9,0,216.20,8.84
blazegraph,3k,prop_number,blazegraph-3k-prop_number.prop_number,9,0,158.60,11.61
blazegraph,500,prop_number,blazegraph-500k-prop_number.prop_number,9,0,86.60,9.18
blazegraph,5k,prop_number,blazegraph-5k-prop_number.prop_number,9,0,294.10,12.48
fuseki,10k,prop_number,fuseki-10k-prop_number.prop_number,1,0,123.20,14.20
fuseki,1k,prop_number,fuseki-1k-prop_number.prop_number,1,0,27.90,3.53
fuseki,2k,prop_number,fuseki-2k-prop_number.prop_number,1,0,38.10,4.21
fuseki,30k,prop_number,fuseki-30k-prop_number.prop_number,1,0,324.60,38.05
fuseki,3k,prop_number,fuseki-3k-prop_number.prop_number,1,0,46.90,3.81
fuseki,500,prop_number,fuseki-500k-prop_number.prop_number,1,0,23.60,3.56
fuseki,5k,prop_number,fuseki-5k-prop_number.prop_number,1,0,70.90,7.60
fuseki,10k,prop_number,fuseki-10k-prop_number.prop_number,2,0,120.80,6.45
fuseki,1k,prop_number,fuseki-1k-prop_number.prop_number,2,0,30.00,2.41
fuseki,2k,prop_number,fuseki-2k-prop_number.prop_number,2,0,38.10,3.70
fuseki,30k,prop_number,fuseki-30k-prop_number.prop_number,2,0,318.90,12.01
fuseki,3k,prop_number,fuseki-3k-prop_number.prop_number,2,0,48.00,3.44
fuseki,500,prop_number,fuseki-500k-prop_number.prop_number,2,0,25.50,2.42
fuseki,5k,prop_number,fuseki-5k-prop_number.prop_number,2,0,68.50,2.66
fuseki,10k,prop_number,fuseki-10k-prop_number.prop_number,3,0,167.00,5.27
fuseki,1k,prop_number,fuseki-1k-prop_number.prop_number,3,0,32.70,2.87
fuseki,2k,prop_number,fuseki-2k-prop_number.prop_number,3,0,48.00,3.41
fuseki,30k,prop_number,fuseki-30k-prop_number.prop_number,3,0,504.10,9.18
fuseki,3k,prop_number,fuseki-3k-prop_number.prop_number,3,0,61.40,3.47
fuseki,500,prop_number,fuseki-500k-prop_number.prop_number,3,0,24.30,2.10
fuseki,5k,prop_number,fuseki-5k-prop_number.prop_number,3,0,91.70,3.90
fuseki,10k,prop_number,fuseki-10k-prop_number.prop_number,4,0,151.10,4.28
fuseki,1k,prop_number,fuseki-1k-prop_number.prop_number,4,0,29.60,1.20
fuseki,2k,prop_number,fuseki-2k-prop_number.prop_number,4,0,43.10,2.43
fuseki,30k,prop_number,fuseki-30k-prop_number.prop_number,4,0,435.00,16.67
fuseki,3k,prop_number,fuseki-3k-prop_number.prop_number,4,0,60.10,3.21
fuseki,500,prop_number,fuseki-500k-prop_number.prop_number,4,0,23.00,1.18
fuseki,5k,prop_number,fuseki-5k-prop_number.prop_number,4,0,87.10,6.06
fuseki,10k,prop_number,fuseki-10k-prop_number.prop_number,5,0,19.10,2.21
fuseki,1k,prop_number,fuseki-1k-prop_number.prop_number,5,0,19.80,1.66
fuseki,2k,prop_number,fuseki-2k-prop_number.prop_number,5,0,20.90,3.27
fuseki,30k,prop_number,fuseki-30k-prop_number.prop_number,5,0,18.40,1.28
fuseki,3k,prop_number,fuseki-3k-prop_number.prop_number,5,0,18.50,3.44
fuseki,500,prop_number,fuseki-500k-prop_number.prop_number,5,0,19.40,1.28
fuseki,5k,prop_number,fuseki-5k-prop_number.prop_number,5,0,21.20,2.32
fuseki,10k,prop_number,fuseki-10k-prop_number.prop_number,6,0,19.50,5.52
fuseki,1k,prop_number,fuseki-1k-prop_number.prop_number,6,0,20.30,2.37
fuseki,2k,prop_number,fuseki-2k-prop_number.prop_number,6,0,18.90,2.51
fuseki,30k,prop_number,fuseki-30k-prop_number.prop_number,6,0,19.40,1.91
fuseki,3k,prop_number,fuseki-3k-prop_number.prop_number,6,0,17.70,2.72
fuseki,500,prop_number,fuseki-500k-prop_number.prop_number,6,0,19.00,0.89
fuseki,5k,prop_number,fuseki-5k-prop_number.prop_number,6,0,22.70,9.21
fuseki,10k,prop_number,fuseki-10k-prop_number.prop_number,7,0,18.90,2.62
fuseki,1k,prop_number,fuseki-1k-prop_number.prop_number,7,0,18.60,1.36
fuseki,2k,prop_number,fuseki-2k-prop_number.prop_number,7,0,20.40,3.47
fuseki,30k,prop_number,fuseki-30k-prop_number.prop_number,7,0,18.30,1.42
fuseki,3k,prop_number,fuseki-3k-prop_number.prop_number,7,0,17.90,2.77
fuseki,500,prop_number,fuseki-500k-prop_number.prop_number,7,0,17.80,1.08
fuseki,5k,prop_number,fuseki-5k-prop_number.prop_number,7,0,19.70,4.45
fuseki,10k,prop_number,fuseki-10k-prop_number.prop_number,8,0,57.30,4.17
fuseki,1k,prop_number,fuseki-1k-prop_number.prop_number,8,0,37.80,8.27
fuseki,2k,prop_number,fuseki-2k-prop_number.prop_number,8,0,33.40,3.88
fuseki,30k,prop_number,fuseki-30k-prop_number.prop_number,8,0,141.40,11.96
fuseki,3k,prop_number,fuseki-3k-prop_number.prop_number,8,0,33.60,3.53
fuseki,500,prop_number,fuseki-500k-prop_number.prop_number,8,0,25.90,1.81
fuseki,5k,prop_number,fuseki-5k-prop_number.prop_number,8,0,39.80,3.54
fuseki,10k,prop_number,fuseki-10k-prop_number.prop_number,9,0,18.70,3.13
fuseki,1k,prop_number,fuseki-1k-prop_number.prop_number,9,0,18.70,1.62
fuseki,2k,prop_number,fuseki-2k-prop_number.prop_number,9,0,18.50,2.42
fuseki,30k,prop_number,fuseki-30k-prop_number.prop_number,9,0,19.00,3.29
fuseki,3k,prop_number,fuseki-3k-prop_number.prop_number,9,0,18.60,4.82
fuseki,500,prop_number,fuseki-500k-prop_number.prop_number,9,0,17.90,2.12
fuseki,5k,prop_number,fuseki-5k-prop_number.prop_number,9,0,20.20,4.53
fuseki_hdt,1k,prop_number,fuseki_hdt-1k-prop_number.prop_number,1,10,-2.00,E
fuseki_hdt,1k,prop_number,fuseki_hdt-1k-prop_number.prop_number,2,10,-2.00,E
fuseki_hdt,1k,prop_number,fuseki_hdt-1k-prop_number.prop_number,3,10,-2.00,E
fuseki_hdt,1k,prop_number,fuseki_hdt-1k-prop_number.prop_number,4,10,-2.00,E
fuseki_hdt,1k,prop_number,fuseki_hdt-1k-prop_number.prop_number,5,10,-2.00,E
fuseki_hdt,1k,prop_number,fuseki_hdt-1k-prop_number.prop_number,6,10,-2.00,E
fuseki_hdt,1k,prop_number,fuseki_hdt-1k-prop_number.prop_number,7,10,-2.00,E
fuseki_hdt,1k,prop_number,fuseki_hdt-1k-prop_number.prop_number,8,10,-2.00,E
fuseki_hdt,1k,prop_number,fuseki_hdt-1k-prop_number.prop_number,9,10,-2.00,E
fuseki_mem,10k,prop_number,fuseki_mem-10k-prop_number.prop_number,1,0,105.60,4.92
fuseki_mem,1k,prop_number,fuseki_mem-1k-prop_number.prop_number,1,0,25.00,2.53
fuseki_mem,2k,prop_number,fuseki_mem-2k-prop_number.prop_number,1,0,33.40,2.58
fuseki_mem,3k,prop_number,fuseki_mem-3k-prop_number.prop_number,1,0,38.90,0.54
fuseki_mem,500,prop_number,fuseki_mem-500k-prop_number.prop_number,1,0,22.50,3.23
fuseki_mem,5k,prop_number,fuseki_mem-5k-prop_number.prop_number,1,0,59.90,3.24
fuseki_mem,10k,prop_number,fuseki_mem-10k-prop_number.prop_number,2,0,199.70,4.05
fuseki_mem,1k,prop_number,fuseki_mem-1k-prop_number.prop_number,2,0,33.20,4.98
fuseki_mem,2k,prop_number,fuseki_mem-2k-prop_number.prop_number,2,0,46.10,2.55
fuseki_mem,3k,prop_number,fuseki_mem-3k-prop_number.prop_number,2,0,61.70,1.35
fuseki_mem,500,prop_number,fuseki_mem-500k-prop_number.prop_number,2,0,26.40,2.84
fuseki_mem,5k,prop_number,fuseki_mem-5k-prop_number.prop_number,2,0,103.60,4.15
fuseki_mem,10k,prop_number,fuseki_mem-10k-prop_number.prop_number,3,0,251.90,7.33
fuseki_mem,1k,prop_number,fuseki_mem-1k-prop_number.prop_number,3,0,36.80,3.09
fuseki_mem,2k,prop_number,fuseki_mem-2k-prop_number.prop_number,3,0,56.10,3.39
fuseki_mem,3k,prop_number,fuseki_mem-3k-prop_number.prop_number,3,0,76.50,2.16
fuseki_mem,500,prop_number,fuseki_mem-500k-prop_number.prop_number,3,0,24.40,0.80
fuseki_mem,5k,prop_number,fuseki_mem-5k-prop_number.prop_number,3,0,128.30,5.08
fuseki_mem,10k,prop_number,fuseki_mem-10k-prop_number.prop_number,4,0,205.90,6.55
fuseki_mem,1k,prop_number,fuseki_mem-1k-prop_number.prop_number,4,0,33.60,4.13
fuseki_mem,2k,prop_number,fuseki_mem-2k-prop_number.prop_number,4,0,44.20,1.54
fuseki_mem,3k,prop_number,fuseki_mem-3k-prop_number.prop_number,4,0,69.50,4.34
fuseki_mem,500,prop_number,fuseki_mem-500k-prop_number.prop_number,4,0,24.80,3.03
fuseki_mem,5k,prop_number,fuseki_mem-5k-prop_number.prop_number,4,0,109.10,3.88
fuseki_mem,10k,prop_number,fuseki_mem-10k-prop_number.prop_number,5,0,14.50,2.25
fuseki_mem,1k,prop_number,fuseki_mem-1k-prop_number.prop_number,5,0,17.30,2.00
fuseki_mem,2k,prop_number,fuseki_mem-2k-prop_number.prop_number,5,0,15.00,0.89
fuseki_mem,3k,prop_number,fuseki_mem-3k-prop_number.prop_number,5,0,14.20,1.94
fuseki_mem,500,prop_number,fuseki_mem-500k-prop_number.prop_number,5,0,17.60,3.01
fuseki_mem,5k,prop_number,fuseki_mem-5k-prop_number.prop_number,5,0,15.40,3.01
fuseki_mem,10k,prop_number,fuseki_mem-10k-prop_number.prop_number,6,0,14.10,1.76
fuseki_mem,1k,prop_number,fuseki_mem-1k-prop_number.prop_number,6,0,17.70,1.90
fuseki_mem,2k,prop_number,fuseki_mem-2k-prop_number.prop_number,6,0,14.80,1.17
fuseki_mem,3k,prop_number,fuseki_mem-3k-prop_number.prop_number,6,0,17.60,3.85
fuseki_mem,500,prop_number,fuseki_mem-500k-prop_number.prop_number,6,0,16.70,2.00
fuseki_mem,5k,prop_number,fuseki_mem-5k-prop_number.prop_number,6,0,13.20,1.33
fuseki_mem,10k,prop_number,fuseki_mem-10k-prop_number.prop_number,7,0,15.10,3.08
fuseki_mem,1k,prop_number,fuseki_mem-1k-prop_number.prop_number,7,0,15.70,1.90
fuseki_mem,2k,prop_number,fuseki_mem-2k-prop_number.prop_number,7,0,15.00,2.05
fuseki_mem,3k,prop_number,fuseki_mem-3k-prop_number.prop_number,7,0,18.10,4.28
fuseki_mem,500,prop_number,fuseki_mem-500k-prop_number.prop_number,7,0,16.30,2.15
fuseki_mem,5k,prop_number,fuseki_mem-5k-prop_number.prop_number,7,0,15.00,2.83
fuseki_mem,10k,prop_number,fuseki_mem-10k-prop_number.prop_number,8,0,33.40,1.50
fuseki_mem,1k,prop_number,fuseki_mem-1k-prop_number.prop_number,8,0,20.40,3.77
fuseki_mem,2k,prop_number,fuseki_mem-2k-prop_number.prop_number,8,0,19.80,2.96
fuseki_mem,3k,prop_number,fuseki_mem-3k-prop_number.prop_number,8,0,22.80,4.49
fuseki_mem,500,prop_number,fuseki_mem-500k-prop_number.prop_number,8,0,18.10,3.45
fuseki_mem,5k,prop_number,fuseki_mem-5k-prop_number.prop_number,8,0,28.00,2.05
fuseki_mem,10k,prop_number,fuseki_mem-10k-prop_number.prop_number,9,0,13.50,2.29
fuseki_mem,1k,prop_number,fuseki_mem-1k-prop_number.prop_number,9,0,20.10,3.83
fuseki_mem,2k,prop_number,fuseki_mem-2k-prop_number.prop_number,9,0,14.10,0.70
fuseki_mem,3k,prop_number,fuseki_mem-3k-prop_number.prop_number,9,0,12.70,0.78
fuseki_mem,500,prop_number,fuseki_mem-500k-prop_number.prop_number,9,0,15.30,2.10
fuseki_mem,5k,prop_number,fuseki_mem-5k-prop_number.prop_number,9,0,16.90,4.09
virtuoso,10k,prop_number,virtuoso-10k-prop_number.prop_number,1,0,16.30,2.83
virtuoso,1k,prop_number,virtuoso-1k-prop_number.prop_number,1,0,22.50,20.91
virtuoso,2k,prop_number,virtuoso-2k-prop_number.prop_number,1,0,15.50,3.04
virtuoso,30k,prop_number,virtuoso-30k-prop_number.prop_number,1,0,16.60,1.96
virtuoso,3k,prop_number,virtuoso-3k-prop_number.prop_number,1,0,16.80,4.73
virtuoso,500,prop_number,virtuoso-500k-prop_number.prop_number,1,0,13.90,3.08
virtuoso,5k,prop_number,virtuoso-5k-prop_number.prop_number,1,0,25.10,27.75
virtuoso,10k,prop_number,virtuoso-10k-prop_number.prop_number,2,0,30.10,3.78
virtuoso,1k,prop_number,virtuoso-1k-prop_number.prop_number,2,0,14.20,3.49
virtuoso,2k,prop_number,virtuoso-2k-prop_number.prop_number,2,0,17.10,4.11
virtuoso,30k,prop_number,virtuoso-30k-prop_number.prop_number,2,10,-2.00,E
virtuoso,3k,prop_number,virtuoso-3k-prop_number.prop_number,2,0,16.80,3.87
virtuoso,500,prop_number,virtuoso-500k-prop_number.prop_number,2,0,13.30,2.61
virtuoso,5k,prop_number,virtuoso-5k-prop_number.prop_number,2,0,16.90,1.92
virtuoso,10k,prop_number,virtuoso-10k-prop_number.prop_number,3,0,118.40,23.88
virtuoso,1k,prop_number,virtuoso-1k-prop_number.prop_number,3,0,26.50,14.25
virtuoso,2k,prop_number,virtuoso-2k-prop_number.prop_number,3,0,34.70,6.91
virtuoso,30k,prop_number,virtuoso-30k-prop_number.prop_number,3,0,160.90,27.92
virtuoso,3k,prop_number,virtuoso-3k-prop_number.prop_number,3,0,43.90,8.62
virtuoso,500,prop_number,virtuoso-500k-prop_number.prop_number,3,0,20.20,7.74
virtuoso,5k,prop_number,virtuoso-5k-prop_number.prop_number,3,0,65.80,14.71
virtuoso,10k,prop_number,virtuoso-10k-prop_number.prop_number,4,0,85.50,14.85
virtuoso,1k,prop_number,virtuoso-1k-prop_number.prop_number,4,0,21.30,3.03
virtuoso,2k,prop_number,virtuoso-2k-prop_number.prop_number,4,0,25.40,2.24
virtuoso,30k,prop_number,virtuoso-30k-prop_number.prop_number,4,0,144.60,34.04
virtuoso,3k,prop_number,virtuoso-3k-prop_number.prop_number,4,0,39.10,5.91
virtuoso,500,prop_number,virtuoso-500k-prop_number.prop_number,4,0,16.40,2.24
virtuoso,5k,prop_number,virtuoso-5k-prop_number.prop_number,4,0,47.40,2.01
virtuoso,10k,prop_number,virtuoso-10k-prop_number.prop_number,5,0,1930.40,39.83
virtuoso,1k,prop_number,virtuoso-1k-prop_number.prop_number,5,0,18.70,4.94
virtuoso,2k,prop_number,virtuoso-2k-prop_number.prop_number,5,0,184.50,3.07
virtuoso,30k,prop_number,virtuoso-30k-prop_number.prop_number,5,0,16.60,2.24
virtuoso,3k,prop_number,virtuoso-3k-prop_number.prop_number,5,0,356.30,5.55
virtuoso,500,prop_number,virtuoso-500k-prop_number.prop_number,5,0,25.80,29.14
virtuoso,5k,prop_number,virtuoso-5k-prop_number.prop_number,5,0,710.60,9.20
virtuoso,10k,prop_number,virtuoso-10k-prop_number.prop_number,6,0,13.40,0.66
virtuoso,1k,prop_number,virtuoso-1k-prop_number.prop_number,6,0,14.00,1.41
virtuoso,2k,prop_number,virtuoso-2k-prop_number.prop_number,6,0,18.20,4.47
virtuoso,30k,prop_number,virtuoso-30k-prop_number.prop_number,6,0,15.90,4.06
virtuoso,3k,prop_number,virtuoso-3k-prop_number.prop_number,6,0,16.60,3.41
virtuoso,500,prop_number,virtuoso-500k-prop_number.prop_number,6,0,15.80,3.82
virtuoso,5k,prop_number,virtuoso-5k-prop_number.prop_number,6,0,15.00,2.72
virtuoso,10k,prop_number,virtuoso-10k-prop_number.prop_number,7,0,11.60,0.66
virtuoso,1k,prop_number,virtuoso-1k-prop_number.prop_number,7,0,11.70,0.78
virtuoso,2k,prop_number,virtuoso-2k-prop_number.prop_number,7,0,15.60,3.77
virtuoso,30k,prop_number,virtuoso-30k-prop_number.prop_number,7,0,14.40,2.58
virtuoso,3k,prop_number,virtuoso-3k-prop_number.prop_number,7,0,16.20,3.22
virtuoso,500,prop_number,virtuoso-500k-prop_number.prop_number,7,0,15.30,3.72
virtuoso,5k,prop_number,virtuoso-5k-prop_number.prop_number,7,0,12.30,1.10
virtuoso,10k,prop_number,virtuoso-10k-prop_number.prop_number,8,0,14.50,3.85
virtuoso,1k,prop_number,virtuoso-1k-prop_number.prop_number,8,0,14.00,1.48
virtuoso,2k,prop_number,virtuoso-2k-prop_number.prop_number,8,0,15.60,3.41
virtuoso,30k,prop_number,virtuoso-30k-prop_number.prop_number,8,0,14.70,2.87
virtuoso,3k,prop_number,virtuoso-3k-prop_number.prop_number,8,0,18.30,3.93
virtuoso,500,prop_number,virtuoso-500k-prop_number.prop_number,8,0,16.30,2.93
virtuoso,5k,prop_number,virtuoso-5k-prop_number.prop_number,8,0,14.20,1.66
virtuoso,10k,prop_number,virtuoso-10k-prop_number.prop_number,9,0,11.30,0.46
virtuoso,1k,prop_number,virtuoso-1k-prop_number.prop_number,9,0,14.50,2.58
virtuoso,2k,prop_number,virtuoso-2k-prop_number.prop_number,9,0,14.70,2.57
virtuoso,30k,prop_number,virtuoso-30k-prop_number.prop_number,9,0,14.60,2.94
virtuoso,3k,prop_number,virtuoso-3k-prop_number.prop_number,9,0,14.00,1.67
virtuoso,500,prop_number,virtuoso-500k-prop_number.prop_number,9,0,14.20,2.56
virtuoso,5k,prop_number,virtuoso-5k-prop_number.prop_number,9,0,12.80,3.25
blazegraph,10k,prop_time,blazegraph-10k-prop_time.prop_time,1,10,-2.00,E
blazegraph,1k,prop_time,blazegraph-1k-prop_time.prop_time,1,0,45.90,7.66
blazegraph,2k,prop_time,blazegraph-2k-prop_time.prop_time,1,0,40.50,7.83
blazegraph,3k,prop_time,blazegraph-3k-prop_time.prop_time,1,0,44.70,5.12
blazegraph,500,prop_time,blazegraph-500k-prop_time.prop_time,1,0,35.90,7.82
blazegraph,5k,prop_time,blazegraph-5k-prop_time.prop_time,1,0,68.60,9.76
blazegraph,10k,prop_time,blazegraph-10k-prop_time.prop_time,2,10,-2.00,E
blazegraph,1k,prop_time,blazegraph-1k-prop_time.prop_time,2,0,46.80,6.34
blazegraph,2k,prop_time,blazegraph-2k-prop_time.prop_time,2,0,36.80,6.23
blazegraph,3k,prop_time,blazegraph-3k-prop_time.prop_time,2,0,46.10,12.48
blazegraph,500,prop_time,blazegraph-500k-prop_time.prop_time,2,0,32.90,5.34
blazegraph,5k,prop_time,blazegraph-5k-prop_time.prop_time,2,0,59.70,7.56
blazegraph,10k,prop_time,blazegraph-10k-prop_time.prop_time,3,10,-2.00,E
blazegraph,1k,prop_time,blazegraph-1k-prop_time.prop_time,3,10,-2.00,E
blazegraph,2k,prop_time,blazegraph-2k-prop_time.prop_time,3,10,-2.00,E
blazegraph,3k,prop_time,blazegraph-3k-prop_time.prop_time,3,10,-2.00,E
blazegraph,500,prop_time,blazegraph-500k-prop_time.prop_time,3,10,-2.00,E
blazegraph,5k,prop_time,blazegraph-5k-prop_time.prop_time,3,10,-2.00,E
blazegraph,10k,prop_time,blazegraph-10k-prop_time.prop_time,4,10,-2.00,E
blazegraph,1k,prop_time,blazegraph-1k-prop_time.prop_time,4,10,-2.00,E
blazegraph,2k,prop_time,blazegraph-2k-prop_time.prop_time,4,10,-2.00,E
blazegraph,3k,prop_time,blazegraph-3k-prop_time.prop_time,4,10,-2.00,E
blazegraph,500,prop_time,blazegraph-500k-prop_time.prop_time,4,10,-2.00,E
blazegraph,5k,prop_time,blazegraph-5k-prop_time.prop_time,4,10,-2.00,E
blazegraph,10k,prop_time,blazegraph-10k-prop_time.prop_time,5,10,-2.00,E
blazegraph,1k,prop_time,blazegraph-1k-prop_time.prop_time,5,0,44.30,4.17
blazegraph,2k,prop_time,blazegraph-2k-prop_time.prop_time,5,0,42.10,6.88
blazegraph,3k,prop_time,blazegraph-3k-prop_time.prop_time,5,0,41.20,1.78
blazegraph,500,prop_time,blazegraph-500k-prop_time.prop_time,5,0,43.50,3.01
blazegraph,5k,prop_time,blazegraph-5k-prop_time.prop_time,5,0,42.10,4.74
blazegraph,10k,prop_time,blazegraph-10k-prop_time.prop_time,6,10,-2.00,E
blazegraph,1k,prop_time,blazegraph-1k-prop_time.prop_time,6,0,31.80,3.57
blazegraph,2k,prop_time,blazegraph-2k-prop_time.prop_time,6,0,29.20,3.06
blazegraph,3k,prop_time,blazegraph-3k-prop_time.prop_time,6,0,31.40,3.64
blazegraph,500,prop_time,blazegraph-500k-prop_time.prop_time,6,0,30.50,3.56
blazegraph,5k,prop_time,blazegraph-5k-prop_time.prop_time,6,0,30.60,2.42
blazegraph,10k,prop_time,blazegraph-10k-prop_time.prop_time,7,10,-2.00,E
