ENGINE,SIZE,MODEL,PREFIX,QUERY,BROKEN,TIME_AVG,TIME_STD
fuseki,1k,seq,fuseki-1k-seq.seq,2,0,26.20,5.29
fuseki,2k,seq,fuseki-2k-seq.seq,2,0,27.70,5.00
fuseki,30k,seq,fuseki-30k-seq.seq,2,0,156.00,75.74
fuseki,3k,seq,fuseki-3k-seq.seq,2,0,35.50,7.85
fuseki,500,seq,fuseki-500k-seq.seq,2,0,19.10,3.62
fuseki,5k,seq,fuseki-5k-seq.seq,2,0,39.70,10.85
fuseki,10k,seq,fuseki-10k-seq.seq,3,0,139.70,3.61
fuseki,1k,seq,fuseki-1k-seq.seq,3,0,31.70,2.72
fuseki,2k,seq,fuseki-2k-seq.seq,3,0,40.20,2.52
fuseki,30k,seq,fuseki-30k-seq.seq,3,0,411.10,10.97
fuseki,3k,seq,fuseki-3k-seq.seq,3,0,53.30,2.97
fuseki,500,seq,fuseki-500k-seq.seq,3,0,23.30,3.29
fuseki,5k,seq,fuseki-5k-seq.seq,3,0,76.60,4.59
fuseki,10k,seq,fuseki-10k-seq.seq,4,0,199.40,3.75
fuseki,1k,seq,fuseki-1k-seq.seq,4,0,37.00,3.63
fuseki,2k,seq,fuseki-2k-seq.seq,4,0,54.50,3.47
fuseki,30k,seq,fuseki-30k-seq.seq,4,0,594.60,8.48
fuseki,3k,seq,fuseki-3k-seq.seq,4,0,73.50,4.74
fuseki,500,seq,fuseki-500k-seq.seq,4,0,26.40,3.56
fuseki,5k,seq,fuseki-5k-seq.seq,4,0,104.10,3.11
fuseki,10k,seq,fuseki-10k-seq.seq,5,0,106.30,7.34
fuseki,1k,seq,fuseki-1k-seq.seq,5,0,31.80,5.86
fuseki,2k,seq,fuseki-2k-seq.seq,5,0,36.80,3.37
fuseki,30k,seq,fuseki-30k-seq.seq,5,0,264.40,6.70
fuseki,3k,seq,fuseki-3k-seq.seq,5,0,43.30,3.23
fuseki,500,seq,fuseki-500k-seq.seq,5,0,25.20,5.27
fuseki,5k,seq,fuseki-5k-seq.seq,5,0,59.30,3.23
fuseki,10k,seq,fuseki-10k-seq.seq,6,0,74.50,162.19
fuseki,1k,seq,fuseki-1k-seq.seq,6,0,42.30,40.87
fuseki,2k,seq,fuseki-2k-seq.seq,6,0,43.90,53.62
fuseki,30k,seq,fuseki-30k-seq.seq,6,0,176.40,436.95
fuseki,3k,seq,fuseki-3k-seq.seq,6,0,47.60,70.86
fuseki,500,seq,fuseki-500k-seq.seq,6,0,32.30,23.44
fuseki,5k,seq,fuseki-5k-seq.seq,6,0,57.00,95.12
fuseki,10k,seq,fuseki-10k-seq.seq,7,0,16.90,2.59
fuseki,1k,seq,fuseki-1k-seq.seq,7,0,20.80,3.76
fuseki,2k,seq,fuseki-2k-seq.seq,7,0,19.60,3.44
fuseki,30k,seq,fuseki-30k-seq.seq,7,0,18.70,1.85
fuseki,3k,seq,fuseki-3k-seq.seq,7,0,20.20,3.40
fuseki,500,seq,fuseki-500k-seq.seq,7,0,19.20,2.52
fuseki,5k,seq,fuseki-5k-seq.seq,7,0,21.50,2.77
fuseki,10k,seq,fuseki-10k-seq.seq,8,0,17.10,2.66
fuseki,1k,seq,fuseki-1k-seq.seq,8,0,19.50,2.50
fuseki,2k,seq,fuseki-2k-seq.seq,8,0,21.00,4.07
fuseki,30k,seq,fuseki-30k-seq.seq,8,0,20.30,3.10
fuseki,3k,seq,fuseki-3k-seq.seq,8,0,19.50,2.69
fuseki,500,seq,fuseki-500k-seq.seq,8,0,19.70,3.72
fuseki,5k,seq,fuseki-5k-seq.seq,8,0,18.40,2.50
fuseki,10k,seq,fuseki-10k-seq.seq,9,0,16.50,2.01
fuseki,1k,seq,fuseki-1k-seq.seq,9,0,21.10,3.01
fuseki,2k,seq,fuseki-2k-seq.seq,9,0,20.50,3.14
fuseki,30k,seq,fuseki-30k-seq.seq,9,0,19.10,2.07
fuseki,3k,seq,fuseki-3k-seq.seq,9,0,20.90,3.51
fuseki,500,seq,fuseki-500k-seq.seq,9,0,22.20,3.99
fuseki,5k,seq,fuseki-5k-seq.seq,9,0,21.60,3.72
fuseki_hdt,1k,seq,fuseki_hdt-1k-seq.seq,1,10,-2.00,E
fuseki_hdt,1k,seq,fuseki_hdt-1k-seq.seq,2,10,-2.00,E
fuseki_hdt,1k,seq,fuseki_hdt-1k-seq.seq,3,10,-2.00,E
fuseki_hdt,1k,seq,fuseki_hdt-1k-seq.seq,4,10,-2.00,E
fuseki_hdt,1k,seq,fuseki_hdt-1k-seq.seq,5,10,-2.00,E
fuseki_hdt,1k,seq,fuseki_hdt-1k-seq.seq,6,10,-2.00,E
fuseki_hdt,1k,seq,fuseki_hdt-1k-seq.seq,7,10,-2.00,E
fuseki_hdt,1k,seq,fuseki_hdt-1k-seq.seq,8,10,-2.00,E
fuseki_hdt,1k,seq,fuseki_hdt-1k-seq.seq,9,10,-2.00,E
fuseki_mem,10k,seq,fuseki_mem-10k-seq.seq,1,0,13.90,2.70
fuseki_mem,1k,seq,fuseki_mem-1k-seq.seq,1,0,21.50,3.53
fuseki_mem,2k,seq,fuseki_mem-2k-seq.seq,1,0,16.20,3.82
fuseki_mem,3k,seq,fuseki_mem-3k-seq.seq,1,0,13.20,0.87
fuseki_mem,500,seq,fuseki_mem-500k-seq.seq,1,0,19.90,2.55
fuseki_mem,5k,seq,fuseki_mem-5k-seq.seq,1,0,15.70,3.03
fuseki_mem,10k,seq,fuseki_mem-10k-seq.seq,2,0,49.20,3.97
fuseki_mem,1k,seq,fuseki_mem-1k-seq.seq,2,0,24.20,3.94
fuseki_mem,2k,seq,fuseki_mem-2k-seq.seq,2,0,26.10,4.32
fuseki_mem,3k,seq,fuseki_mem-3k-seq.seq,2,0,23.80,1.66
fuseki_mem,500,seq,fuseki_mem-500k-seq.seq,2,0,20.20,2.32
fuseki_mem,5k,seq,fuseki_mem-5k-seq.seq,2,0,33.30,3.52
fuseki_mem,10k,seq,fuseki_mem-10k-seq.seq,3,0,213.80,15.32
fuseki_mem,1k,seq,fuseki_mem-1k-seq.seq,3,0,35.10,3.78
fuseki_mem,2k,seq,fuseki_mem-2k-seq.seq,3,0,46.10,2.81
fuseki_mem,3k,seq,fuseki_mem-3k-seq.seq,3,0,65.50,5.94
fuseki_mem,500,seq,fuseki_mem-500k-seq.seq,3,0,23.80,2.99
fuseki_mem,5k,seq,fuseki_mem-5k-seq.seq,3,0,107.40,6.26
fuseki_mem,10k,seq,fuseki_mem-10k-seq.seq,4,0,266.20,3.87
fuseki_mem,1k,seq,fuseki_mem-1k-seq.seq,4,0,37.10,2.26
fuseki_mem,2k,seq,fuseki_mem-2k-seq.seq,4,0,59.50,3.20
fuseki_mem,3k,seq,fuseki_mem-3k-seq.seq,4,0,80.80,0.98
fuseki_mem,500,seq,fuseki_mem-500k-seq.seq,4,0,28.30,2.72
fuseki_mem,5k,seq,fuseki_mem-5k-seq.seq,4,0,135.90,6.27
fuseki_mem,10k,seq,fuseki_mem-10k-seq.seq,5,0,56.20,4.89
fuseki_mem,1k,seq,fuseki_mem-1k-seq.seq,5,0,21.50,4.82
fuseki_mem,2k,seq,fuseki_mem-2k-seq.seq,5,0,24.40,4.27
fuseki_mem,3k,seq,fuseki_mem-3k-seq.seq,5,0,24.60,0.49
fuseki_mem,500,seq,fuseki_mem-500k-seq.seq,5,0,20.90,3.01
fuseki_mem,5k,seq,fuseki_mem-5k-seq.seq,5,0,37.40,4.92
fuseki_mem,10k,seq,fuseki_mem-10k-seq.seq,6,0,42.60,79.17
fuseki_mem,1k,seq,fuseki_mem-1k-seq.seq,6,0,22.50,8.08
fuseki_mem,2k,seq,fuseki_mem-2k-seq.seq,6,0,23.30,15.01
fuseki_mem,3k,seq,fuseki_mem-3k-seq.seq,6,0,20.70,22.44
fuseki_mem,500,seq,fuseki_mem-500k-seq.seq,6,0,19.80,5.81
fuseki_mem,5k,seq,fuseki_mem-5k-seq.seq,6,0,31.20,38.49
fuseki_mem,10k,seq,fuseki_mem-10k-seq.seq,7,0,15.40,2.46
fuseki_mem,1k,seq,fuseki_mem-1k-seq.seq,7,0,19.30,2.90
fuseki_mem,2k,seq,fuseki_mem-2k-seq.seq,7,0,15.80,2.64
fuseki_mem,3k,seq,fuseki_mem-3k-seq.seq,7,0,13.00,0.45
fuseki_mem,500,seq,fuseki_mem-500k-seq.seq,7,0,19.00,2.32
fuseki_mem,5k,seq,fuseki_mem-5k-seq.seq,7,0,16.10,3.05
fuseki_mem,10k,seq,fuseki_mem-10k-seq.seq,8,0,13.90,2.39
fuseki_mem,1k,seq,fuseki_mem-1k-seq.seq,8,0,15.70,1.85
fuseki_mem,2k,seq,fuseki_mem-2k-seq.seq,8,0,16.00,1.79
fuseki_mem,3k,seq,fuseki_mem-3k-seq.seq,8,0,12.40,0.66
fuseki_mem,500,seq,fuseki_mem-500k-seq.seq,8,0,16.60,2.15
fuseki_mem,5k,seq,fuseki_mem-5k-seq.seq,8,0,14.50,1.80
fuseki_mem,10k,seq,fuseki_mem-10k-seq.seq,9,0,14.80,2.93
fuseki_mem,1k,seq,fuseki_mem-1k-seq.seq,9,0,16.30,1.35
fuseki_mem,2k,seq,fuseki_mem-2k-seq.seq,9,0,16.00,1.67
fuseki_mem,3k,seq,fuseki_mem-3k-seq.seq,9,0,13.60,0.66
fuseki_mem,500,seq,fuseki_mem-500k-seq.seq,9,0,18.50,3.04
fuseki_mem,5k,seq,fuseki_mem-5k-seq.seq,9,0,16.90,3.65
virtuoso,10k,seq,virtuoso-10k-seq.seq,1,0,14.10,2.55
virtuoso,1k,seq,virtuoso-1k-seq.seq,1,0,16.90,10.38
virtuoso,2k,seq,virtuoso-2k-seq.seq,1,0,14.20,2.71
virtuoso,30k,seq,virtuoso-30k-seq.seq,1,0,14.30,3.41
virtuoso,3k,seq,virtuoso-3k-seq.seq,1,0,13.00,1.73
virtuoso,500,seq,virtuoso-500k-seq.seq,1,0,14.60,1.96
virtuoso,5k,seq,virtuoso-5k-seq.seq,1,0,14.60,5.35
virtuoso,10k,seq,virtuoso-10k-seq.seq,2,0,531.20,5.33
virtuoso,1k,seq,virtuoso-1k-seq.seq,2,0,19.20,2.60
virtuoso,2k,seq,virtuoso-2k-seq.seq,2,0,123.30,3.90
virtuoso,30k,seq,virtuoso-30k-seq.seq,2,0,95.80,5.60
virtuoso,3k,seq,virtuoso-3k-seq.seq,2,0,177.00,3.19
virtuoso,500,seq,virtuoso-500k-seq.seq,2,0,897.00,13.99
virtuoso,5k,seq,virtuoso-5k-seq.seq,2,0,285.70,3.93
virtuoso,10k,seq,virtuoso-10k-seq.seq,3,0,703.00,23.66
virtuoso,1k,seq,virtuoso-1k-seq.seq,3,0,32.30,2.41
virtuoso,2k,seq,virtuoso-2k-seq.seq,3,0,152.60,4.92
virtuoso,30k,seq,virtuoso-30k-seq.seq,3,0,383.60,24.06
virtuoso,3k,seq,virtuoso-3k-seq.seq,3,0,225.80,5.93
virtuoso,500,seq,virtuoso-500k-seq.seq,3,0,1004.40,17.60
virtuoso,5k,seq,virtuoso-5k-seq.seq,3,0,361.40,8.04
virtuoso,10k,seq,virtuoso-10k-seq.seq,4,10,-2.00,E
virtuoso,1k,seq,virtuoso-1k-seq.seq,4,0,5114.60,42.15
virtuoso,2k,seq,virtuoso-2k-seq.seq,4,0,34866.40,175.57
virtuoso,30k,seq,virtuoso-30k-seq.seq,4,10,-2.00,E
virtuoso,3k,seq,virtuoso-3k-seq.seq,4,0,79253.80,1009.10
virtuoso,500,seq,virtuoso-500k-seq.seq,4,0,2243.30,20.59
virtuoso,5k,seq,virtuoso-5k-seq.seq,4,0,215425.70,543.79
virtuoso,10k,seq,virtuoso-10k-seq.seq,5,0,1782.30,12.82
virtuoso,1k,seq,virtuoso-1k-seq.seq,5,0,24.40,4.98
virtuoso,2k,seq,virtuoso-2k-seq.seq,5,0,194.60,3.61
virtuoso,30k,seq,virtuoso-30k-seq.seq,5,0,687.20,19.73
virtuoso,3k,seq,virtuoso-3k-seq.seq,5,0,344.60,7.53
virtuoso,500,seq,virtuoso-500k-seq.seq,5,0,26.30,4.82
virtuoso,5k,seq,virtuoso-5k-seq.seq,5,0,712.40,8.77
virtuoso,10k,seq,virtuoso-10k-seq.seq,6,0,297.40,40.02
virtuoso,1k,seq,virtuoso-1k-seq.seq,6,0,41.90,5.82
virtuoso,2k,seq,virtuoso-2k-seq.seq,6,0,75.40,10.81
virtuoso,30k,seq,virtuoso-30k-seq.seq,6,0,729.70,60.16
virtuoso,3k,seq,virtuoso-3k-seq.seq,6,0,102.30,11.08
virtuoso,500,seq,virtuoso-500k-seq.seq,6,0,117.10,7.02
virtuoso,5k,seq,virtuoso-5k-seq.seq,6,0,157.60,13.45
virtuoso,10k,seq,virtuoso-10k-seq.seq,7,0,561.80,9.80
virtuoso,1k,seq,virtuoso-1k-seq.seq,7,0,23.40,4.05
virtuoso,2k,seq,virtuoso-2k-seq.seq,7,0,128.30,2.83
virtuoso,30k,seq,virtuoso-30k-seq.seq,7,0,143.00,2.93
virtuoso,3k,seq,virtuoso-3k-seq.seq,7,0,185.60,4.78
virtuoso,500,seq,virtuoso-500k-seq.seq,7,0,29.60,4.18
virtuoso,5k,seq,virtuoso-5k-seq.seq,7,0,296.10,3.30
virtuoso,10k,seq,virtuoso-10k-seq.seq,8,0,23.90,23.60
virtuoso,1k,seq,virtuoso-1k-seq.seq,8,0,19.40,19.26
virtuoso,2k,seq,virtuoso-2k-seq.seq,8,0,17.90,10.95
virtuoso,30k,seq,virtuoso-30k-seq.seq,8,0,19.90,19.77
virtuoso,3k,seq,virtuoso-3k-seq.seq,8,0,24.50,25.55
virtuoso,500,seq,virtuoso-500k-seq.seq,8,0,23.30,25.95
virtuoso,5k,seq,virtuoso-5k-seq.seq,8,0,20.50,19.31
virtuoso,10k,seq,virtuoso-10k-seq.seq,9,0,566.50,5.90
virtuoso,1k,seq,virtuoso-1k-seq.seq,9,0,25.40,2.46
virtuoso,2k,seq,virtuoso-2k-seq.seq,9,0,130.20,2.23
virtuoso,30k,seq,virtuoso-30k-seq.seq,9,0,22.80,5.33
virtuoso,3k,seq,virtuoso-3k-seq.seq,9,0,189.20,5.60
virtuoso,500,seq,virtuoso-500k-seq.seq,9,0,968.40,7.58
virtuoso,5k,seq,virtuoso-5k-seq.seq,9,0,294.50,3.98
blazegraph,10k,sop,blazegraph-10k-sop.sop,1,0,175.50,91.18
blazegraph,1k,sop,blazegraph-1k-sop.sop,1,0,53.70,8.78
blazegraph,2k,sop,blazegraph-2k-sop.sop,1,0,52.30,5.20
blazegraph,3k,sop,blazegraph-3k-sop.sop,1,0,58.70,5.97
blazegraph,500,sop,blazegraph-500k-sop.sop,1,0,37.40,6.65
blazegraph,5k,sop,blazegraph-5k-sop.sop,1,0,79.10,18.46
blazegraph,1k,sop,blazegraph-1k-sop.sop,2,0,12492.40,348.94
blazegraph,2k,sop,blazegraph-2k-sop.sop,2,0,32941.00,267.88
blazegraph,3k,sop,blazegraph-3k-sop.sop,2,0,62560.20,504.48
blazegraph,500,sop,blazegraph-500k-sop.sop,2,0,2213.80,158.02
blazegraph,5k,sop,blazegraph-5k-sop.sop,2,0,133663.50,1350.19
blazegraph,1k,sop,blazegraph-1k-sop.sop,3,0,12042.00,427.75
blazegraph,2k,sop,blazegraph-2k-sop.sop,3,0,32384.50,285.10
blazegraph,3k,sop,blazegraph-3k-sop.sop,3,0,61278.70,633.16
blazegraph,500,sop,blazegraph-500k-sop.sop,3,0,2103.90,53.07
blazegraph,5k,sop,blazegraph-5k-sop.sop,3,0,130310.50,1325.91
blazegraph,1k,sop,blazegraph-1k-sop.sop,4,0,9010.00,233.96
blazegraph,2k,sop,blazegraph-2k-sop.sop,4,0,34912.50,589.06
blazegraph,3k,sop,blazegraph-3k-sop.sop,4,0,65806.60,582.10
blazegraph,500,sop,blazegraph-500k-sop.sop,4,0,2086.50,69.52
blazegraph,5k,sop,blazegraph-5k-sop.sop,4,0,135775.30,1519.97
blazegraph,10k,sop,blazegraph-10k-sop.sop,5,0,135.60,30.88
blazegraph,1k,sop,blazegraph-1k-sop.sop,5,0,50.50,13.87
blazegraph,2k,sop,blazegraph-2k-sop.sop,5,0,54.40,7.53
blazegraph,3k,sop,blazegraph-3k-sop.sop,5,0,59.70,10.19
blazegraph,500,sop,blazegraph-500k-sop.sop,5,0,34.80,4.75
blazegraph,5k,sop,blazegraph-5k-sop.sop,5,0,96.10,56.00
blazegraph,10k,sop,blazegraph-10k-sop.sop,6,0,98.20,11.85
blazegraph,1k,sop,blazegraph-1k-sop.sop,6,0,53.40,8.45
blazegraph,2k,sop,blazegraph-2k-sop.sop,6,0,69.40,43.72
blazegraph,3k,sop,blazegraph-3k-sop.sop,6,0,73.90,52.20
blazegraph,500,sop,blazegraph-500k-sop.sop,6,0,32.90,5.19
blazegraph,5k,sop,blazegraph-5k-sop.sop,6,0,71.00,9.94
blazegraph,10k,sop,blazegraph-10k-sop.sop,7,0,95.80,7.05
blazegraph,1k,sop,blazegraph-1k-sop.sop,7,0,45.90,6.55
blazegraph,2k,sop,blazegraph-2k-sop.sop,7,0,52.90,5.94
blazegraph,3k,sop,blazegraph-3k-sop.sop,7,0,55.60,6.81
blazegraph,500,sop,blazegraph-500k-sop.sop,7,0,34.50,4.43
blazegraph,5k,sop,blazegraph-5k-sop.sop,7,0,74.00,7.44
blazegraph,10k,sop,blazegraph-10k-sop.sop,8,10,-2.00,0.00
blazegraph,1k,sop,blazegraph-1k-sop.sop,8,0,17533.20,305.76
blazegraph,2k,sop,blazegraph-2k-sop.sop,8,0,43421.40,12372.25
blazegraph,3k,sop,blazegraph-3k-sop.sop,8,0,92375.12,24231.35
blazegraph,500,sop,blazegraph-500k-sop.sop,8,0,28700.20,12423.28
blazegraph,5k,sop,blazegraph-5k-sop.sop,8,0,281717.12,37239.17
blazegraph,1k,sop,blazegraph-1k-sop.sop,9,0,17452.20,175.29
blazegraph,2k,sop,blazegraph-2k-sop.sop,9,0,43268.30,1981.05
blazegraph,3k,sop,blazegraph-3k-sop.sop,9,0,89654.65,2376.13
blazegraph,500,sop,blazegraph-500k-sop.sop,9,0,3231.30,260.04
blazegraph,5k,sop,blazegraph-5k-sop.sop,9,0,212340.25,432.29
fuseki,10k,sop,fuseki-10k-sop.sop,1,0,116.80,12.19
fuseki,1k,sop,fuseki-1k-sop.sop,1,0,26.50,2.87
fuseki,2k,sop,fuseki-2k-sop.sop,1,0,37.20,4.35
fuseki,30k,sop,fuseki-30k-sop.sop,1,0,307.20,35.54
fuseki,3k,sop,fuseki-3k-sop.sop,1,0,47.10,3.94
fuseki,500,sop,fuseki-500k-sop.sop,1,0,22.20,3.57
fuseki,5k,sop,fuseki-5k-sop.sop,1,0,65.70,5.59
fuseki,10k,sop,fuseki-10k-sop.sop,2,10,-2.00,E
fuseki,1k,sop,fuseki-1k-sop.sop,2,0,3822.30,17.14
fuseki,2k,sop,fuseki-2k-sop.sop,2,0,15129.20,137.01
fuseki,30k,sop,fuseki-30k-sop.sop,2,10,-2.00,E
fuseki,3k,sop,fuseki-3k-sop.sop,2,0,35024.90,256.93
fuseki,500,sop,fuseki-500k-sop.sop,2,0,925.10,17.22
fuseki,5k,sop,fuseki-5k-sop.sop,2,0,97671.10,910.37
fuseki,10k,sop,fuseki-10k-sop.sop,3,10,-2.00,E
fuseki,1k,sop,fuseki-1k-sop.sop,3,0,3821.40,7.93
fuseki,2k,sop,fuseki-2k-sop.sop,3,0,15173.90,113.60
fuseki,30k,sop,fuseki-30k-sop.sop,3,10,-2.00,E
fuseki,3k,sop,fuseki-3k-sop.sop,3,0,34814.20,185.32
fuseki,500,sop,fuseki-500k-sop.sop,3,0,927.70,9.35
fuseki,5k,sop,fuseki-5k-sop.sop,3,0,98412.60,1683.86
fuseki,10k,sop,fuseki-10k-sop.sop,4,10,-2.00,E
fuseki,1k,sop,fuseki-1k-sop.sop,4,0,3784.60,22.09
fuseki,2k,sop,fuseki-2k-sop.sop,4,0,14966.80,133.78
fuseki,30k,sop,fuseki-30k-sop.sop,4,10,-2.00,E
fuseki,3k,sop,fuseki-3k-sop.sop,4,0,34206.80,168.30
fuseki,500,sop,fuseki-500k-sop.sop,4,0,923.50,8.74
fuseki,5k,sop,fuseki-5k-sop.sop,4,0,98235.20,858.26
fuseki,10k,sop,fuseki-10k-sop.sop,5,0,69.30,5.39
fuseki,1k,sop,fuseki-1k-sop.sop,5,0,26.80,6.21
fuseki,2k,sop,fuseki-2k-sop.sop,5,0,30.60,3.61
fuseki,30k,sop,fuseki-30k-sop.sop,5,0,161.60,3.32
fuseki,3k,sop,fuseki-3k-sop.sop,5,0,36.30,6.25
fuseki,500,sop,fuseki-500k-sop.sop,5,0,25.80,8.45
fuseki,5k,sop,fuseki-5k-sop.sop,5,0,43.30,5.18
fuseki,10k,sop,fuseki-10k-sop.sop,6,0,69.90,5.36
fuseki,1k,sop,fuseki-1k-sop.sop,6,0,27.20,7.40
fuseki,2k,sop,fuseki-2k-sop.sop,6,0,31.90,6.69
fuseki,30k,sop,fuseki-30k-sop.sop,6,0,165.70,6.40
fuseki,3k,sop,fuseki-3k-sop.sop,6,0,49.10,35.15
fuseki,500,sop,fuseki-500k-sop.sop,6,0,23.00,5.33
fuseki,5k,sop,fuseki-5k-sop.sop,6,0,45.80,6.72
fuseki,10k,sop,fuseki-10k-sop.sop,7,0,120.80,60.50
fuseki,1k,sop,fuseki-1k-sop.sop,7,0,31.00,3.00
fuseki,2k,sop,fuseki-2k-sop.sop,7,0,36.30,2.61
fuseki,30k,sop,fuseki-30k-sop.sop,7,0,272.40,4.74
fuseki,3k,sop,fuseki-3k-sop.sop,7,0,46.10,4.78
fuseki,500,sop,fuseki-500k-sop.sop,7,0,25.30,4.17
fuseki,5k,sop,fuseki-5k-sop.sop,7,0,61.90,4.28
fuseki,10k,sop,fuseki-10k-sop.sop,8,10,-2.00,E
fuseki,1k,sop,fuseki-1k-sop.sop,8,0,2778.30,22.84
fuseki,2k,sop,fuseki-2k-sop.sop,8,0,11091.80,82.84
fuseki,30k,sop,fuseki-30k-sop.sop,8,10,-2.00,E
fuseki,3k,sop,fuseki-3k-sop.sop,8,0,25874.30,257.68
fuseki,500,sop,fuseki-500k-sop.sop,8,0,739.90,38.62
fuseki,5k,sop,fuseki-5k-sop.sop,8,0,72732.90,642.09
fuseki,10k,sop,fuseki-10k-sop.sop,9,10,-2.00,E
fuseki,1k,sop,fuseki-1k-sop.sop,9,0,2757.60,30.28
fuseki,2k,sop,fuseki-2k-sop.sop,9,0,11410.30,105.16
fuseki,30k,sop,fuseki-30k-sop.sop,9,10,-2.00,E
fuseki,3k,sop,fuseki-3k-sop.sop,9,0,25974.00,167.83
fuseki,500,sop,fuseki-500k-sop.sop,9,0,716.00,10.59
fuseki,5k,sop,fuseki-5k-sop.sop,9,0,72920.80,242.46
fuseki_hdt,1k,sop,fuseki_hdt-1k-sop.sop,1,10,-2.00,E
fuseki_hdt,1k,sop,fuseki_hdt-1k-sop.sop,2,10,-2.00,E
fuseki_hdt,1k,sop,fuseki_hdt-1k-sop.sop,3,10,-2.00,E
fuseki_hdt,1k,sop,fuseki_hdt-1k-sop.sop,4,10,-2.00,E
fuseki_hdt,1k,sop,fuseki_hdt-1k-sop.sop,5,10,-2.00,E
fuseki_hdt,1k,sop,fuseki_hdt-1k-sop.sop,6,10,-2.00,E
fuseki_hdt,1k,sop,fuseki_hdt-1k-sop.sop,7,10,-2.00,E
fuseki_hdt,1k,sop,fuseki_hdt-1k-sop.sop,8,10,-2.00,E
fuseki_hdt,1k,sop,fuseki_hdt-1k-sop.sop,9,10,-2.00,E
fuseki_mem,10k,sop,fuseki_mem-10k-sop.sop,1,0,103.60,3.20
fuseki_mem,1k,sop,fuseki_mem-1k-sop.sop,1,0,29.60,4.36
fuseki_mem,2k,sop,fuseki_mem-2k-sop.sop,1,0,32.60,7.86
fuseki_mem,3k,sop,fuseki_mem-3k-sop.sop,1,0,39.00,0.89
fuseki_mem,500,sop,fuseki_mem-500k-sop.sop,1,0,20.80,2.64
fuseki_mem,5k,sop,fuseki_mem-5k-sop.sop,1,0,62.10,3.83
fuseki_mem,10k,sop,fuseki_mem-10k-sop.sop,2,10,-2.00,E
fuseki_mem,1k,sop,fuseki_mem-1k-sop.sop,2,0,25283.30,9114.14
fuseki_mem,2k,sop,fuseki_mem-2k-sop.sop,2,0,14139.80,124.28
fuseki_mem,3k,sop,fuseki_mem-3k-sop.sop,2,0,33207.20,327.71
fuseki_mem,500,sop,fuseki_mem-500k-sop.sop,2,0,908.30,16.81
fuseki_mem,5k,sop,fuseki_mem-5k-sop.sop,2,0,96399.40,2374.66
fuseki_mem,10k,sop,fuseki_mem-10k-sop.sop,3,10,-2.00,E
fuseki_mem,1k,sop,fuseki_mem-1k-sop.sop,3,0,21599.80,2220.32
fuseki_mem,2k,sop,fuseki_mem-2k-sop.sop,3,0,14212.60,100.90
fuseki_mem,3k,sop,fuseki_mem-3k-sop.sop,3,0,33000.00,171.31
fuseki_mem,500,sop,fuseki_mem-500k-sop.sop,3,0,892.90,10.89
fuseki_mem,5k,sop,fuseki_mem-5k-sop.sop,3,0,97940.80,279.88
fuseki_mem,10k,sop,fuseki_mem-10k-sop.sop,4,10,-2.00,E
fuseki_mem,1k,sop,fuseki_mem-1k-sop.sop,4,0,3457.50,24.29
fuseki_mem,2k,sop,fuseki_mem-2k-sop.sop,4,0,14032.00,136.92
fuseki_mem,3k,sop,fuseki_mem-3k-sop.sop,4,0,32710.40,501.36
fuseki_mem,500,sop,fuseki_mem-500k-sop.sop,4,0,900.30,9.61
fuseki_mem,5k,sop,fuseki_mem-5k-sop.sop,4,0,94139.30,2946.45
fuseki_mem,10k,sop,fuseki_mem-10k-sop.sop,5,0,51.80,2.75
fuseki_mem,1k,sop,fuseki_mem-1k-sop.sop,5,0,22.10,3.86
fuseki_mem,2k,sop,fuseki_mem-2k-sop.sop,5,0,19.90,0.94
fuseki_mem,3k,sop,fuseki_mem-3k-sop.sop,5,0,27.60,4.36
fuseki_mem,500,sop,fuseki_mem-500k-sop.sop,5,0,17.20,1.94
fuseki_mem,5k,sop,fuseki_mem-5k-sop.sop,5,0,37.00,6.83
